"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","HOUSECOST","REAL","IDX2015","Q","2013-Q1",76.5469378948711,
"IRL","HOUSECOST","REAL","IDX2015","Q","2013-Q2",76.8084575066423,
"IRL","HOUSECOST","REAL","IDX2015","Q","2013-Q3",79.2185723995456,
"IRL","HOUSECOST","REAL","IDX2015","Q","2013-Q4",81.4836289976057,
"IRL","HOUSECOST","REAL","IDX2015","Q","2014-Q1",84.1544206264329,
"IRL","HOUSECOST","REAL","IDX2015","Q","2014-Q2",88.6087637068718,
"IRL","HOUSECOST","REAL","IDX2015","Q","2014-Q3",93.3694174615872,
"IRL","HOUSECOST","REAL","IDX2015","Q","2014-Q4",96.2043612410566,
"IRL","HOUSECOST","REAL","IDX2015","Q","2015-Q1",98.0184018520845,
"IRL","HOUSECOST","REAL","IDX2015","Q","2015-Q2",100.023767679316,
"IRL","HOUSECOST","REAL","IDX2015","Q","2015-Q3",100.219808664238,
"IRL","HOUSECOST","REAL","IDX2015","Q","2015-Q4",101.738021804362,
"IRL","HOUSECOST","REAL","IDX2015","Q","2016-Q1",104.019346009013,
"IRL","HOUSECOST","REAL","IDX2015","Q","2016-Q2",105.195860388008,
"IRL","HOUSECOST","REAL","IDX2015","Q","2016-Q3",107.319520980173,
"IRL","HOUSECOST","REAL","IDX2015","Q","2016-Q4",109.950096547406,
"IRL","HOUSECOST","REAL","IDX2015","Q","2017-Q1",112.229163522085,
"IRL","HOUSECOST","REAL","IDX2015","Q","2017-Q2",114.427418029696,
"IRL","HOUSECOST","REAL","IDX2015","Q","2017-Q3",118.375910312496,
"IRL","HOUSECOST","REAL","IDX2015","Q","2017-Q4",120.669775344432,
"IRL","HOUSECOST","REAL","IDX2015","Q","2018-Q1",124.088721050972,
"IRL","HOUSECOST","REAL","IDX2015","Q","2018-Q2",126.522627409514,
"IRL","HOUSECOST","REAL","IDX2015","Q","2018-Q3",126.682365477066,
"IRL","HOUSECOST","REAL","IDX2015","Q","2018-Q4",127.213630249594,
"IRL","HOUSECOST","REAL","IDX2015","Q","2019-Q1",126.687328690167,
"IRL","HOUSECOST","REAL","IDX2015","Q","2019-Q2",126.842456096593,
"IRL","HOUSECOST","REAL","IDX2015","Q","2019-Q3",127.381546627896,
"IRL","HOUSECOST","REAL","IDX2015","Q","2019-Q4",126.223558504359,
"IRL","HOUSECOST","REAL","IDX2015","Q","2020-Q1",124.795303445795,
"IRL","HOUSECOST","REAL","IDX2015","Q","2020-Q2",128.047643914939,
"IRL","HOUSECOST","REAL","IDX2015","Q","2020-Q3",125.366106302614,
"IRL","HOUSECOST","REAL","IDX2015","Q","2020-Q4",126.594716914791,
"IRL","HOUSECOST","REAL","IDX2015","Q","2021-Q1",128.458946447653,
"IRL","HOUSECOST","REAL","IDX2015","Q","2021-Q2",128.927130667921,
"IRL","HOUSECOST","REAL","IDX2015","Q","2021-Q3",133.584049665522,
"IRL","HOUSECOST","REAL","IDX2015","Q","2021-Q4",135.437766754902,
"IRL","HOUSECOST","REAL","IDX2015","Q","2022-Q1",137.59892920871,
"IRL","HOUSECOST","REAL","IDX2015","Q","2022-Q2",139.091428217598,
"ITA","HOUSECOST","REAL","IDX2015","Q","2000-Q1",91.4875668374352,
"ITA","HOUSECOST","REAL","IDX2015","Q","2000-Q2",92.7487640489921,
"ITA","HOUSECOST","REAL","IDX2015","Q","2000-Q3",94.1851646913871,
"ITA","HOUSECOST","REAL","IDX2015","Q","2000-Q4",95.1152951713459,
"ITA","HOUSECOST","REAL","IDX2015","Q","2001-Q1",96.5757533651128,
"ITA","HOUSECOST","REAL","IDX2015","Q","2001-Q2",97.3690176277595,
"ITA","HOUSECOST","REAL","IDX2015","Q","2001-Q3",99.0181105587129,
"ITA","HOUSECOST","REAL","IDX2015","Q","2001-Q4",101.126564202388,
"ITA","HOUSECOST","REAL","IDX2015","Q","2002-Q1",102.716632368955,
"ITA","HOUSECOST","REAL","IDX2015","Q","2002-Q2",103.878892131214,
"ITA","HOUSECOST","REAL","IDX2015","Q","2002-Q3",105.541980029857,
"ITA","HOUSECOST","REAL","IDX2015","Q","2002-Q4",107.371170791157,
